model,animation_id,phase_ordinal,activation_animation_s,deactivation_animation_s,response,status,calibrated,gameplay_validated,timeline_source_sha256,attack_param_ids,source_references
c5000,3007,0,0.633333325,1.100000024,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3008,0,0.766666651,0.899999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3009,0,0.933333337,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3010,0,1.366666675,1.733333349,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000100;50001100,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3011,0,1.100000024,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3012,0,1.166666627,1.366666675,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3013,0,0.766666651,0.966666639,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3014,0,1.100000024,1.366666675,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000140;50001140,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3015,0,0.966666639,1.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3016,0,0.933333337,1.133333325,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3018,0,0.733333349,0.899999976,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3021,0,0.366666675,0.666666687,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3022,0,1.133333325,1.366666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3023,0,1.333333373,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3024,0,1.133333325,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3025,0,1.399999976,2.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3026,0,1.166666627,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3027,0,0.800000012,1.333333373,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3028,0,0.733333349,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3028,1,1.299999952,1.566666722,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3029,0,0.400000006,0.666666687,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3035,0,1.666666627,2.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3035,1,2.333333254,2.700000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3035,2,2.900000095,3.266666651,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3036,0,0.533333361,0.800000012,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3037,0,0.466666669,0.833333313,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3038,0,1.366666675,1.533333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3039,0,0.600000024,0.833333313,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3050,0,0.533333361,0.866666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3051,0,0.500000000,0.833333313,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3055,0,0.533333361,0.866666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3056,0,0.566666663,0.899999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3060,0,0.733333349,1.000000000,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3061,0,0.766666651,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3062,0,0.899999976,1.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3063,0,0.766666651,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3063,1,1.299999952,1.566666722,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3064,0,0.866666675,1.100000024,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3064,1,2.266666651,2.433333397,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3065,0,0.633333325,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3066,0,0.666666687,0.966666639,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3067,0,1.133333325,1.500000000,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000670;50001670,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3069,0,1.166666627,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3069,1,2.366666555,2.599999905,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000691;50001691,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3069,2,3.133333445,3.333333254,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3071,0,0.666666687,0.966666639,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3072,0,0.899999976,1.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3076,0,0.733333349,1.000000000,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,3077,0,0.899999976,1.066666722,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,20006,0,1.966666698,2.266666651,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003001,0,3.299999952,3.599999905,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003002,0,1.766666651,1.833333373,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003003,0,1.200000048,1.366666675,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003004,0,0.666666687,0.933333337,parry,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003005,0,0.933333337,1.333333373,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003007,0,0.633333325,0.933333337,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003008,0,0.766666651,0.866666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003009,0,0.933333337,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003021,0,0.366666675,0.666666687,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003022,0,1.166666627,1.366666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003024,0,1.133333325,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003025,0,1.399999976,2.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003026,0,1.166666627,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003027,0,0.800000012,1.333333373,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003035,0,1.666666627,2.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003035,1,2.333333254,2.700000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003035,2,2.900000095,3.266666651,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003036,0,0.533333361,0.800000012,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003037,0,0.466666669,0.833333313,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003038,0,1.366666675,1.533333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003039,0,1.166666627,1.433333278,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000390,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003050,0,0.533333361,0.866666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003051,0,0.500000000,0.833333313,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003055,0,0.566666663,0.866666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003056,0,0.633333325,0.899999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003060,0,0.733333349,1.000000000,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003061,0,0.733333349,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003062,0,0.933333337,1.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003063,0,0.833333313,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003063,1,1.299999952,1.566666722,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003064,0,0.833333313,1.133333325,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003064,1,2.266666651,2.500000000,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003065,0,0.733333349,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003066,0,0.733333349,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003067,0,1.100000024,1.466666698,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000675,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003068,0,0.766666651,1.000000000,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003068,1,1.466666698,1.700000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003068,2,2.599999905,2.833333254,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003069,0,1.200000048,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003069,1,2.366666555,2.599999905,jump,classified_estimate,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,50000696,src/attack_timings.rs;docs/enemy-coverage.json;docs/response-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,100003069,2,3.133333445,3.333333254,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003001,0,3.299999952,3.599999905,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003003,0,1.200000048,1.366666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003006,0,1.000000000,1.233333349,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003011,0,1.166666627,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003013,0,0.833333313,1.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003021,0,0.366666675,0.666666687,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003022,0,1.166666627,1.366666675,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003023,0,1.333333373,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003024,0,1.133333325,1.399999976,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003025,0,1.399999976,2.200000048,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003026,0,1.166666627,1.433333278,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
c5000,200003035,0,1.666666627,2.033333302,unverified,extracted_unverified,false,false,37980f422ed2faa58942d7eab4bc4a7ff51f2618f7e5afd4773f4965e47a654a,,src/attack_timings.rs;docs/enemy-coverage.json;scripts/generate-attack-timings.py;scripts/attack_responses.py
